Date,Address,Species,Block,Street,Trap,AddressNumberAndStreet,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent
8/1/07,"South Doty Avenue, Chicago, IL, USA",1,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0
8/1/07,"South Doty Avenue, Chicago, IL, USA",1,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0
8/1/07,"South Doty Avenue, Chicago, IL, USA",1,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0
8/1/07,"South Doty Avenue, Chicago, IL, USA",1,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0
8/1/07,"South Doty Avenue, Chicago, IL, USA",1,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0
8/1/07,"South Doty Avenue, Chicago, IL, USA",1,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0
8/1/07,"South Doty Avenue, Chicago, IL, USA",1,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0
8/1/07,"South Doty Avenue, Chicago, IL, USA",4,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,5,0
8/1/07,"South Doty Avenue, Chicago, IL, USA",3,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,2,0
8/1/07,"South Stony Island Avenue, Chicago, IL, USA",0,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,16,1
8/1/07,"South Stony Island Avenue, Chicago, IL, USA",0,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,50,0
8/1/07,"South Stony Island Avenue, Chicago, IL, USA",0,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,50,0
8/1/07,"South Stony Island Avenue, Chicago, IL, USA",0,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,47,0
8/1/07,"South Stony Island Avenue, Chicago, IL, USA",0,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,6,0
8/1/07,"South Stony Island Avenue, Chicago, IL, USA",0,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,50,0
8/1/07,"South Stony Island Avenue, Chicago, IL, USA",1,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,3,0
8/1/07,"South Stony Island Avenue, Chicago, IL, USA",1,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,50,0
8/1/07,"South Stony Island Avenue, Chicago, IL, USA",1,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,50,0
8/1/07,"South Stony Island Avenue, Chicago, IL, USA",1,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,50,0
8/1/07,"South Stony Island Avenue, Chicago, IL, USA",1,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,50,0
8/1/07,"South Stony Island Avenue, Chicago, IL, USA",1,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,50,0
8/1/07,"South Stony Island Avenue, Chicago, IL, USA",1,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,50,0
8/1/07,"South Stony Island Avenue, Chicago, IL, USA",1,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,50,0
8/1/07,"South Stony Island Avenue, Chicago, IL, USA",1,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,50,0
8/1/07,"South Stony Island Avenue, Chicago, IL, USA",1,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,50,0
8/1/07,"South Stony Island Avenue, Chicago, IL, USA",1,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,50,0
8/1/07,"South Stony Island Avenue, Chicago, IL, USA",1,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,50,0
8/1/07,"South Stony Island Avenue, Chicago, IL, USA",1,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,50,0
8/1/07,"South Stony Island Avenue, Chicago, IL, USA",1,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,1,0
8/1/07,"South Stony Island Avenue, Chicago, IL, USA",1,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,26,0
8/1/07,"South Stony Island Avenue, Chicago, IL, USA",1,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,50,0
8/1/07,"South Stony Island Avenue, Chicago, IL, USA",4,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,1,0
8/1/07,"South Stony Island Avenue, Chicago, IL, USA",3,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,9,0
8/1/07,"East 91st Street, Chicago, IL, USA",0,81, E 91ST ST,T107,"8100  E 91ST ST, Chicago, IL",41.729669,-87.582699,5,2,0
8/1/07,"East 91st Street, Chicago, IL, USA",1,81, E 91ST ST,T107,"8100  E 91ST ST, Chicago, IL",41.729669,-87.582699,5,1,0
8/1/07,"2400 East 105th Street, Chicago, IL 60617, USA",0,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.565666,8,50,0
8/1/07,"2400 East 105th Street, Chicago, IL 60617, USA",0,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.565666,8,19,0
8/1/07,"2400 East 105th Street, Chicago, IL 60617, USA",1,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.565666,8,12,0
8/1/07,"2400 East 105th Street, Chicago, IL 60617, USA",1,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.565666,8,36,0
8/1/07,"2400 East 105th Street, Chicago, IL 60617, USA",4,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.565666,8,1,0
8/1/07,"8000 South Kedzie Avenue, Chicago, IL 60652, USA",0,80, S KEDZIE AVE,T072,"8000  S KEDZIE AVE, Chicago, IL",41.74785,-87.702716,9,2,0
8/1/07,"8000 South Kedzie Avenue, Chicago, IL 60652, USA",0,80, S KEDZIE AVE,T072,"8000  S KEDZIE AVE, Chicago, IL",41.74785,-87.702716,9,3,0
8/1/07,"8000 South Kedzie Avenue, Chicago, IL 60652, USA",1,80, S KEDZIE AVE,T072,"8000  S KEDZIE AVE, Chicago, IL",41.74785,-87.702716,9,1,0
8/1/07,"8000 South Kedzie Avenue, Chicago, IL 60652, USA",1,80, S KEDZIE AVE,T072,"8000  S KEDZIE AVE, Chicago, IL",41.74785,-87.702716,9,1,0
8/1/07,"6500 South Racine Avenue, Chicago, IL 60636, USA",0,65, S RACINE AVE,T078,"6500  S RACINE AVE, Chicago, IL",41.775051,-87.655356,9,5,0
8/1/07,"6500 South Racine Avenue, Chicago, IL 60636, USA",0,65, S RACINE AVE,T078,"6500  S RACINE AVE, Chicago, IL",41.775051,-87.655356,9,1,0
8/1/07,"6500 South Racine Avenue, Chicago, IL 60636, USA",0,65, S RACINE AVE,T078,"6500  S RACINE AVE, Chicago, IL",41.775051,-87.655356,9,2,0
8/1/07,"East 138th Street, Riverdale, IL 60827, USA",0,82, E 138TH ST,T097,"8200  E 138TH ST, Chicago, IL",41.644612,-87.604498,5,7,0
8/1/07,"East 138th Street, Riverdale, IL 60827, USA",0,82, E 138TH ST,T097,"8200  E 138TH ST, Chicago, IL",41.644612,-87.604498,5,4,0
8/1/07,"8900 South Muskegon Avenue, Chicago, IL 60617, USA",0,89, S MUSKEGON AVE,T099,"8900  S MUSKEGON AVE, Chicago, IL",41.733643,-87.55551,8,2,0
8/1/07,"8900 South Muskegon Avenue, Chicago, IL 60617, USA",0,89, S MUSKEGON AVE,T099,"8900  S MUSKEGON AVE, Chicago, IL",41.733643,-87.55551,8,2,0
8/1/07,"8900 South Muskegon Avenue, Chicago, IL 60617, USA",1,89, S MUSKEGON AVE,T099,"8900  S MUSKEGON AVE, Chicago, IL",41.733643,-87.55551,8,1,0
8/1/07,"8900 South Muskegon Avenue, Chicago, IL 60617, USA",1,89, S MUSKEGON AVE,T099,"8900  S MUSKEGON AVE, Chicago, IL",41.733643,-87.55551,8,1,0
8/1/07,"9800 South Avenue G, Chicago, IL 60617, USA",0,98, S AVENUE G,T100,"9800  S AVENUE G, Chicago, IL",41.717753,-87.531657,8,4,0
8/1/07,"9800 South Avenue G, Chicago, IL 60617, USA",0,98, S AVENUE G,T100,"9800  S AVENUE G, Chicago, IL",41.717753,-87.531657,8,5,0
8/1/07,"9800 South Avenue G, Chicago, IL 60617, USA",1,98, S AVENUE G,T100,"9800  S AVENUE G, Chicago, IL",41.717753,-87.531657,8,3,0
8/1/07,"9800 South Avenue G, Chicago, IL 60617, USA",1,98, S AVENUE G,T100,"9800  S AVENUE G, Chicago, IL",41.717753,-87.531657,8,1,0
8/1/07,"South Cottage Grove Avenue, Chicago, IL, USA",0,10, S COTTAGE GROVE,T102,"1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,5,11,0
8/1/07,"South Cottage Grove Avenue, Chicago, IL, USA",0,10, S COTTAGE GROVE,T102,"1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,5,2,0
8/1/07,"South Cottage Grove Avenue, Chicago, IL, USA",1,10, S COTTAGE GROVE,T102,"1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,5,1,0
8/1/07,"South Cottage Grove Avenue, Chicago, IL, USA",1,10, S COTTAGE GROVE,T102,"1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,5,2,0
8/1/07,"South Cottage Grove Avenue, Chicago, IL, USA",1,10, S COTTAGE GROVE,T102,"1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,5,2,0
8/1/07,"South Avenue L, Chicago, IL 60617, USA",0,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,5,17,0
8/1/07,"South Avenue L, Chicago, IL 60617, USA",0,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,5,36,0
8/1/07,"South Avenue L, Chicago, IL 60617, USA",0,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,5,42,0
8/1/07,"South Avenue L, Chicago, IL 60617, USA",0,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,5,50,1
8/1/07,"South Avenue L, Chicago, IL 60617, USA",0,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,5,50,0
8/1/07,"South Avenue L, Chicago, IL 60617, USA",0,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,5,50,0
8/1/07,"South Avenue L, Chicago, IL 60617, USA",0,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,5,50,1
8/1/07,"South Avenue L, Chicago, IL 60617, USA",0,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,5,50,1
8/1/07,"South Avenue L, Chicago, IL 60617, USA",0,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,5,33,0
8/1/07,"South Avenue L, Chicago, IL 60617, USA",1,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,5,32,0
8/1/07,"South Avenue L, Chicago, IL 60617, USA",1,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,5,11,0
8/1/07,"South Avenue L, Chicago, IL 60617, USA",1,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,5,43,0
8/1/07,"South Avenue L, Chicago, IL 60617, USA",1,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,5,45,0
8/1/07,"South Avenue L, Chicago, IL 60617, USA",3,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,5,1,0
8/1/07,"5800 North Pulaski Road, Chicago, IL 60646, USA",0,58, N PULASKI RD,T027,"5800  N PULASKI RD, Chicago, IL",41.984809,-87.728492,8,2,0
8/1/07,"5800 North Pulaski Road, Chicago, IL 60646, USA",0,58, N PULASKI RD,T027,"5800  N PULASKI RD, Chicago, IL",41.984809,-87.728492,8,9,0
8/1/07,"5800 North Pulaski Road, Chicago, IL 60646, USA",1,58, N PULASKI RD,T027,"5800  N PULASKI RD, Chicago, IL",41.984809,-87.728492,8,1,0
8/1/07,"6600 South Kilpatrick Avenue, Chicago, IL 60629, USA",0,66, S KILPATRICK AVE,T156,"6600  S KILPATRICK AVE, Chicago, IL",41.772846,-87.740029,9,4,0
8/1/07,"6600 South Kilpatrick Avenue, Chicago, IL 60629, USA",0,66, S KILPATRICK AVE,T156,"6600  S KILPATRICK AVE, Chicago, IL",41.772846,-87.740029,9,2,0
8/1/07,"6600 South Kilpatrick Avenue, Chicago, IL 60629, USA",1,66, S KILPATRICK AVE,T156,"6600  S KILPATRICK AVE, Chicago, IL",41.772846,-87.740029,9,1,0
8/1/07,"6600 South Kilpatrick Avenue, Chicago, IL 60629, USA",1,66, S KILPATRICK AVE,T156,"6600  S KILPATRICK AVE, Chicago, IL",41.772846,-87.740029,9,1,0
8/1/07,"6600 South Kilpatrick Avenue, Chicago, IL 60629, USA",3,66, S KILPATRICK AVE,T156,"6600  S KILPATRICK AVE, Chicago, IL",41.772846,-87.740029,9,1,0
8/1/07,"West 37th Place, Chicago, IL, USA",0,81, W 37TH PL.,T157,"8100  W 37TH PL., Chicago, IL",41.825902,-87.667827,5,1,0
8/1/07,"West 37th Place, Chicago, IL, USA",1,81, W 37TH PL.,T157,"8100  W 37TH PL., Chicago, IL",41.825902,-87.667827,5,1,0
8/2/07,"2200 West 113th Street, Chicago, IL 60643, USA",0,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,27,0
8/2/07,"2200 West 113th Street, Chicago, IL 60643, USA",0,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,8,0
8/2/07,"2200 West 113th Street, Chicago, IL 60643, USA",1,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,8,0
8/2/07,"1100 South Peoria Street, Chicago, IL 60608, USA",0,11, S PEORIA ST,T091,"1100  S PEORIA ST, Chicago, IL",41.862292,-87.64886,8,10,0
8/2/07,"1100 South Peoria Street, Chicago, IL 60608, USA",1,11, S PEORIA ST,T091,"1100  S PEORIA ST, Chicago, IL",41.862292,-87.64886,8,2,0
8/2/07,"2200 West 89th Street, Chicago, IL 60643, USA",0,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,9,1
8/2/07,"2200 West 89th Street, Chicago, IL 60643, USA",0,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,11,0
8/2/07,"2200 West 89th Street, Chicago, IL 60643, USA",1,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,18,0
8/2/07,"2200 West 89th Street, Chicago, IL 60643, USA",1,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,5,0
8/2/07,"2200 West 89th Street, Chicago, IL 60643, USA",1,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,3,0
8/2/07,"2200 West 89th Street, Chicago, IL 60643, USA",4,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,3,0
8/2/07,"South Vincennes Avenue, Chicago, IL, USA",0,10, S VINCENNES,T089,"1000  S VINCENNES, Chicago, IL",41.723195,-87.64997,5,4,0
8/2/07,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",0,11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,10,0
8/2/07,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",1,11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,3,0
8/2/07,"1100 South State Street, Chicago, IL 60605, USA",0,11, S STATE ST,T092,"1100  S STATE ST, Chicago, IL",41.869216,-87.627561,8,6,0
8/2/07,"1100 South State Street, Chicago, IL 60605, USA",1,11, S STATE ST,T092,"1100  S STATE ST, Chicago, IL",41.869216,-87.627561,8,3,0
8/2/07,"4200 West 127th Street, Alsip, IL 60803, USA",0,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,8,3,0
8/2/07,"4200 West 127th Street, Alsip, IL 60803, USA",0,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,8,8,0
8/2/07,"4200 West 127th Street, Alsip, IL 60803, USA",1,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,8,14,0
8/2/07,"4200 West 127th Street, Alsip, IL 60803, USA",1,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,8,1,0
8/2/07,"4200 West 127th Street, Alsip, IL 60803, USA",1,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,8,2,0
8/2/07,"4200 West 127th Street, Alsip, IL 60803, USA",1,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,8,9,0
8/2/07,"3500 West 116th Street, Chicago, IL 60655, USA",0,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,1,0
8/2/07,"3500 West 116th Street, Chicago, IL 60655, USA",0,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,50,0
8/2/07,"3500 West 116th Street, Chicago, IL 60655, USA",0,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,50,0
8/2/07,"3500 West 116th Street, Chicago, IL 60655, USA",0,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,49,0
8/2/07,"3500 West 116th Street, Chicago, IL 60655, USA",0,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,50,0
8/2/07,"3500 West 116th Street, Chicago, IL 60655, USA",1,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,20,0
8/2/07,"3500 West 116th Street, Chicago, IL 60655, USA",1,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,21,0
8/2/07,"3500 West 116th Street, Chicago, IL 60655, USA",1,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,7,0
8/2/07,"9300 South Doctor Martin Luther King Junior Drive, Chicago, IL 60619, USA",0,93, S DR MARTIN LUTHER KING JR DR,T162,"9300  S DR MARTIN LUTHER KING JR DR, Chicago, IL",41.725517,-87.614258,8,2,0
8/2/07,"1000 West 95th Street, Chicago, IL 60643, USA",0,10, W 95TH ST,T085,"1000  W 95TH ST, Chicago, IL",41.721474,-87.648064,8,9,0
8/2/07,"1000 West 95th Street, Chicago, IL 60643, USA",1,10, W 95TH ST,T085,"1000  W 95TH ST, Chicago, IL",41.721474,-87.648064,8,1,0
8/2/07,"1000 South California Avenue, Chicago, IL 60612, USA",0,10, S CALIFORNIA AVE,T088,"1000  S CALIFORNIA AVE, Chicago, IL",41.869107,-87.696293,9,3,0
8/2/07,"1000 South California Avenue, Chicago, IL 60612, USA",1,10, S CALIFORNIA AVE,T088,"1000  S CALIFORNIA AVE, Chicago, IL",41.869107,-87.696293,9,2,0
8/2/07,"1000 South California Avenue, Chicago, IL 60612, USA",1,10, S CALIFORNIA AVE,T088,"1000  S CALIFORNIA AVE, Chicago, IL",41.869107,-87.696293,9,1,0
8/2/07,"9600 South Hoyne Avenue, Chicago, IL 60643, USA",0,96, S HOYNE AVE,T161,"9600  S HOYNE AVE, Chicago, IL",41.719059,-87.675088,9,10,0
8/2/07,"9600 South Hoyne Avenue, Chicago, IL 60643, USA",0,96, S HOYNE AVE,T161,"9600  S HOYNE AVE, Chicago, IL",41.719059,-87.675088,9,2,0
8/2/07,"9600 South Hoyne Avenue, Chicago, IL 60643, USA",1,96, S HOYNE AVE,T161,"9600  S HOYNE AVE, Chicago, IL",41.719059,-87.675088,9,4,0
8/2/07,"9600 South Hoyne Avenue, Chicago, IL 60643, USA",1,96, S HOYNE AVE,T161,"9600  S HOYNE AVE, Chicago, IL",41.719059,-87.675088,9,5,0
8/2/07,"2000 East 111th Street, Chicago, IL 60628, USA",0,20, E 111TH ST,T084,"2000  E 111TH ST, Chicago, IL",41.692555,-87.598865,8,3,0
8/2/07,"1100 North Artesian Avenue, Chicago, IL 60622, USA",0,11, S ARTESIAN AVE,T160,"1100  S ARTESIAN AVE, Chicago, IL",41.903002,-87.688267,8,4,0
8/2/07,"1100 North Artesian Avenue, Chicago, IL 60622, USA",0,11, S ARTESIAN AVE,T160,"1100  S ARTESIAN AVE, Chicago, IL",41.903002,-87.688267,8,12,0
8/2/07,"1100 North Artesian Avenue, Chicago, IL 60622, USA",1,11, S ARTESIAN AVE,T160,"1100  S ARTESIAN AVE, Chicago, IL",41.903002,-87.688267,8,4,0
8/2/07,"3300 West 104th Street, Chicago, IL 60655, USA",0,33, W 104TH ST,T095,"3300  W 104TH ST, Chicago, IL",41.704336,-87.703736,8,1,0
8/2/07,"3300 West 104th Street, Chicago, IL 60655, USA",0,33, W 104TH ST,T095,"3300  W 104TH ST, Chicago, IL",41.704336,-87.703736,8,1,0
8/2/07,"3900 South Ashland Avenue, Chicago, IL 60609, USA",0,39, S ASHLAND AVE,T074,"3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.666343,9,7,0
8/2/07,"3900 South Ashland Avenue, Chicago, IL 60609, USA",1,39, S ASHLAND AVE,T074,"3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.666343,9,7,0
8/2/07,"6400 South Stony Island Avenue, Chicago, IL 60637, USA",1,64, S STONY ISLAND AVE,T077,"6400  S STONY ISLAND AVE, Chicago, IL",41.778748,-87.586427,8,1,0
8/2/07,"4000 South Dearborn Street, Chicago, IL 60609, USA",0,40, S DEARBORN ST,T081,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.627796,9,2,0
8/2/07,"4000 South Dearborn Street, Chicago, IL 60609, USA",1,40, S DEARBORN ST,T081,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.627796,9,1,0
8/2/07,"5000 South Union Avenue, Chicago, IL 60609, USA",0,50, S UNION AVE,T082,"5000  S UNION AVE, Chicago, IL",41.803423,-87.642984,8,4,0
8/2/07,"5000 South Union Avenue, Chicago, IL 60609, USA",1,50, S UNION AVE,T082,"5000  S UNION AVE, Chicago, IL",41.803423,-87.642984,8,3,0
8/2/07,"7900 South South Chicago Avenue, Chicago, IL 60617, USA",0,79, S CHICAGO AVE,T083,"7900  S CHICAGO AVE, Chicago, IL",41.754292,-87.590773,9,4,0
8/2/07,"7900 South South Chicago Avenue, Chicago, IL 60617, USA",1,79, S CHICAGO AVE,T083,"7900  S CHICAGO AVE, Chicago, IL",41.754292,-87.590773,9,1,0
8/2/07,"South Doty Avenue, Chicago, IL, USA",0,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,49,0
8/2/07,"South Doty Avenue, Chicago, IL, USA",0,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,4,0
8/2/07,"South Doty Avenue, Chicago, IL, USA",1,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,7,0
8/2/07,"South Doty Avenue, Chicago, IL, USA",1,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,50,0
8/2/07,"South Stony Island Avenue, Chicago, IL, USA",0,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,48,0
8/2/07,"South Stony Island Avenue, Chicago, IL, USA",0,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,50,0
8/2/07,"South Stony Island Avenue, Chicago, IL, USA",0,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,50,0
8/2/07,"South Stony Island Avenue, Chicago, IL, USA",0,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,43,0
8/2/07,"South Stony Island Avenue, Chicago, IL, USA",0,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,50,0
8/2/07,"South Stony Island Avenue, Chicago, IL, USA",0,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,50,0
8/2/07,"South Stony Island Avenue, Chicago, IL, USA",0,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,21,0
8/2/07,"South Stony Island Avenue, Chicago, IL, USA",0,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,50,0
8/2/07,"South Stony Island Avenue, Chicago, IL, USA",1,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,1,0
8/2/07,"South Stony Island Avenue, Chicago, IL, USA",1,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,50,0
8/2/07,"South Stony Island Avenue, Chicago, IL, USA",1,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,50,0
8/2/07,"South Stony Island Avenue, Chicago, IL, USA",1,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,50,0
8/2/07,"South Stony Island Avenue, Chicago, IL, USA",1,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,49,0
8/2/07,"South Stony Island Avenue, Chicago, IL, USA",1,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,50,0
